text,aspect,cleaned_text,cleaned_aspect,label
there are certain items which are not up to expectations and price charged from customer .for,price charged from customer,there are certain items which are not up to expectations and price charged from customer for,price charged from customer,0
very nice & useful service,nice,very nice  useful service,nice,2
"my video has 2 scenes, but when the render finished the 2nd scene music only there","scenes,",my video has 2 scenes but when the render finished the 2nd scene music only there,scenes,1
"initially, you guys promoted with free delivery charges & now there charges taken against each packet of milk, which was very disappointing to me.","milk,",initially you guys promoted with free delivery charges  now there charges taken against each packet of milk which was very disappointing to me,milk,0
"Bug: ""Add Tag"" not working on android. """,Tag,Bug Add Tag not working on android ,Tag,0
Easy and simple but can also complex database solutions,database,Easy and simple but can also complex database solutions,database,0
"i have small table, one column has dates.","table,",i have small table one column has dates,table,0
your free trial ends on april 22 and you will be charged $10 monthly,free,your free trial ends on april 22 and you will be charged 10 monthly,free,1
i gave a spin to the daily habit tracker which adds a lot of insights to the user.,daily,i gave a spin to the daily habit tracker which adds a lot of insights to the user,daily,2
how do i change the filter of the picture to make it blend into the video as a watermark?,picture,how do i change the filter of the picture to make it blend into the video as a watermark,picture,1
please select the textbox and then go to the 'colors' tab in the right panel.,text,please select the textbox and then go to the colors tab in the right panel,text,1
@kaushikb9 @mittuled @evernote @notionhq thankfully i just switched from evernote to @notionhq last month.,switched,    thankfully i just switched from evernote to  last month,switched,2
I have not been using invideo and forgot to cancel my subscription.,cancel,I have not been using invideo and forgot to cancel my subscription,cancel,0
we do not know whether the product is delivered or not.,product,we do not know whether the product is delivered or not,product,0
"as shown in the photo below, we are instructed to switch to personal pro to search the search engine.",photo,as shown in the photo below we are instructed to switch to personal pro to search the search engine,photo,1
